news_title,news_text
Springboard offers 1:1 mentored Online Classroom course in Data Science,"
San Francisco-headquartered Springboard has launched an Online Classroom Program in Data Science for working professionals in India, with a job guarantee. The program offers 30+ hours of interactive classroom sessions, 1:1 mentoring sessions with top data scientists and dedicated career coaches to land the perfect job. Learners can now experience Springboard's online classrooms before committing to the program.

short by Roshan Gupta / 
      09:00 am on 08 May

"
Ensure migrants test COVID-19 negative before entering Odisha: HC,"
The Odisha High Court has directed the state government to ensure that all migrants are allowed to enter the conveyance to the state only if they test negative for coronavirus. The court passed the interim order while hearing a petition by social activist Narayan C Jena which expressed concern over the rise in cases after the return of migrants. 

short by Kiran Khatri / 
      11:17 pm on 07 May

"
Cadila Pharma shuts plant in Gujarat after 26 employees test +ve for COVID-19,"
Cadila Pharmaceuticals, one of India's largest privately-held pharma companies, shut down its manufacturing plant in Gujarat's Dholka after 26 of its employees tested positive for coronavirus. An official said 5 employees had tested positive a week ago while 21 others tested positive on Wednesday. As many as 95 employees have been quarantined and sanitisation work at the site has begun.

short by Krishna Veera Vanamali / 
      09:10 am on 08 May

"
14 migrant workers killed after being run over by goods train in Maharashtra,"
Fourteen migrant workers were killed and five others were injured after being run over by a goods train in Maharashtra's Aurangabad on Friday, the police said. They had been walking along the rail tracks and slept on the rail tracks due to exhaustion, the police further said. The injured have been shifted to a hospital in Aurangabad.

short by Ankush Verma / 
      09:00 am on 08 May

"
First flight carrying stranded Indians from Abu Dhabi lands at Kochi airport,"
The first Air India Express flight carrying stranded Indian citizens from Abu Dhabi landed at Kochi airport on Thursday. The Air India Express IX-452 flight with 177 passengers and four infants landed at 10:09 pm, an airline spokesman said. The evacuated citizens will be sent to the quarantine facilities set up by the administration in their respective districts.

short by Anmol Sharma / 
      11:31 pm on 07 May

"
"Uber loses nearly $3 billion in Q1, posts first ever quarterly decline in rides","
Ride-hailing company Uber lost $2.9 billion in the first quarter of 2020, as its ride bookings plummeted for the first time by 5% because of the coronavirus-induced lockdowns. Its revenues grew 14% to $3.54 billion. Meanwhile, Uber relied on its food delivery division to make up for the losses. The bookings on Uber Eats platform grew 52% to $4.68 billion.

short by Dharna / 
      09:18 am on 08 May

"
US health officials warn people against 'coronavirus parties' to get the virus,"
The Washington State Department of Health officials warned against 'coronavirus parties' in which uninfected people are mingling with coronavirus positive individuals to try to contract the virus. ""This is dangerous and puts people at risk for hospitalisation or even death,"" Washington's health department said. ""It's unknown if people who recover from COVID-19 have long-term protection,"" it added.

short by Pragya Swastik / 
      07:00 am on 08 May

"
Trump tests negative after report claims his valet infected with coronavirus,"
US President Donald Trump and Vice President Mike Pence have tested negative for coronavirus after a member of the US military who worked at White House was found to have been infected. The official was identified by CNN as a personal valet to Trump. The US President has been tested at least twice for coronavirus and both times tested negative.

short by Nandini Sinha / 
      07:00 am on 08 May

"
"7 deaths, 92 new COVID-19 cases in 24 hours in West Bengal","
Seven more COVID-19 patients have died in the past 24 hours in West Bengal, taking the death toll in the state to 79, the state health department said on Thursday. Further, 92 more people tested positive during the same time period, taking the total number of cases in the state to 1,548. Meanwhile, 296 patients have been discharged by hospitals.

short by Aarushi Maheshwari / 
      09:09 am on 08 May

"
Chefs lay down jackets to protest effect of lockdown on restaurants in Belgium,"
Hundreds of chefs in Belgium laid down their jackets in the centre of capital Brussels on Thursday to protest against the effect of coronavirus lockdown on hotels, restaurants and cafés. The hotel, restaurant and café sector provides a livelihood for 10% of Belgium's 1.15 crore people and contributes ₹1.47 lakh crore a year to the economy, a protest organiser said.

short by Nandini Sinha / 
      08:00 am on 08 May

"
Ravindra Jadeja is the best Indian cricket team fielder ever: Pravin Amre,"
Former Indian cricketer Pravin Amre has labelled Ravindra Jadeja as the best Indian cricket team fielder ever. ""He has great anticipation, has a good throw and has won many matches for the Indian cricket team through his fielding,"" he elaborated. Jadeja has taken 115 catches in 263 international matches he has played.

short by Anmol Sharma / 
      11:56 pm on 07 May

"
First 2 flights of Vande Bharat mission land in Kerala from UAE with 363 Indians,"
The first 2 flights under the Vande Bharat mission for repatriating Indians stranded abroad landed in Kerala on Thursday night. The first flight from Abu Dhabi reached Kochi with 181 passengers and the second flight from Dubai landed in Kozhikode with 182 passengers. There were over 60 pregnant women and 9 infants in the flights, operated by Air India Express.

short by Krishna Veera Vanamali / 
      09:38 am on 08 May

"
UK PM Johnson formally divorces Indian-origin second wife: Report,"
UK Prime Minister Boris Johnson has formally divorced his second wife Marina Wheeler, it was reported. The 55-year-old had announced his engagement with fiancée Carrie Symonds soon after the decree absolute was filed in February. The 32-year-old Symonds gave birth to their son Wilfred Lawrie Nicholas Johnson earlier on April 29.

short by Kirti Joshi / 
      09:58 am on 08 May

"
"Vista Equity Partners to invest ₹11,370 crore in Jio Platforms for 2.3% stake","
Reliance Industries on Friday said private equity firm Vista Equity Partners will invest nearly ₹11,370 crore in Jio platforms for a 2.32% stake. ""This investment values Jio Platforms at an equity value of ₹4.91 lakh crore and an enterprise value of ₹5.16 lakh crore,"" Reliance said. Jio Platform has now raised around ₹60,600 crore in less than three weeks.

short by Krishna Veera Vanamali / 
      09:06 am on 08 May

"
Behavioural changes will seep in filmmaking post-COVID-19: Nitesh,"
Bollywood director Nitesh Tiwari, known for films like 'Dangal' and 'Chhichhore', said that behavioural changes will seep in filmmaking after the COVID-19 pandemic. ""I would like to be physically present and shoot a film, and not direct an actor virtually,"" he added. ""Creatively it will get restrictive if we think this is going to be the norm,"" Tiwari further said.

short by Atul Mishra / 
      09:21 am on 08 May

"
Dia Mirza's tenure as UNEP Goodwill Ambassador extended till 2022,"
Actress Dia Mirza's tenure as United Nations Environment Program (UNEP) National Goodwill Ambassador has been extended till 2022. ""I hope to continue to learn and make a difference towards improving environmental consciousness,"" she added. ""Now more than ever before we need to make every effort possible to act on climate, protect wildlife...secure...natural resources,"" Dia further said.

short by Atul Mishra / 
      09:15 am on 08 May

"
World grieves with you: Priyanka to Rishi's family after his demise,"
Priyanka Chopra wrote a tribute for Rishi Kapoor, who passed away on April 30, in the Time magazine and reached out to Neetu Kapoor, Ranbir Kapoor and Riddhima Kapoor. ""To your beautiful family...world grieves with you,"" Priyanka wrote. ""The loss of Rishi Kapoor is the end of an era for Hindi cinema...his contribution...will always be an inspiration,"" Priyanka further said.

short by Atul Mishra / 
      09:49 am on 08 May

"
"Fan asks Iulia to get married to Salman, actress responds ","
Salman Khan's rumoured girlfriend and actress Iulia Vantur, during an Instagram live session,  replied to a fan who commented she should get married to Salman. ""I think it's more about how people feel about each other. Spending time together is more important than any other stuff,"" she said. Talking about Salman, Iulia said she has never met anyone like him. 

short by Udit Gupta / 
      11:12 pm on 07 May

"
"Facebook's Oversight Board selects first 20 members, will add 20 more","
Facebook announced the first 20 members of its content Oversight Board and added that membership selection will continue until the board has selected up to 40 members. As of now, the board has four co-chairs along with 16 members. The board can overturn decisions by the company and CEO Mark Zuckerberg on individual pieces of content.

 

short by Aishwarya / 
      11:25 pm on 07 May

"
Zoom acquires Keybase to get end-to-end encryption,"
Zoom announced that it has acquired Keybase, an encryption and security service platform, as part of its 90-day plan to ""further strengthen"" its security. It added that the acquisition will help it ""build end-to-end encryption"" that can reach current Zoom scalability. Zoom will offer an end-to-end encrypted meeting mode to all paid accounts in ""near"" future, CEO Eric Yuan announced.

short by Aishwarya / 
      11:35 pm on 07 May

"
Uber leads $170 mn investment in bike-sharing startup Lime,"
Scooter-sharing startup Lime has announced that Uber is leading its $170 million investment round. The round has also seen participation from Alphabet, Bain Capital Ventures, GV and other existing and new investors. As part of the deal, Lime will acquire Uber's bike and scooter business, Jump. Uber and Lime will also expand the integration of their mobile apps, Lime said.

short by Aishwarya / 
      11:31 pm on 07 May

"
Captive otters 'juggle' rocks more when hungry: Study,"
University of Exeter researchers said otters ""juggle"" rocks more when hungry, in anticipation of feeding times in captivity, suggesting that it could be excitement for food. Study showed young and older otters tended to juggle more than reproductive adults. However, frequent jugglers were no better at solving food puzzles, suggesting it doesn't hone foraging skills as experts had suggested.

short by Aishwarya / 
      11:28 pm on 07 May

"
"Shocked, saddened over gas leak incident in Visakhapatnam: S Korea","
South Korean ambassador Shin Bongkil on Thursday expressed shock and grief over the gas leak incident at a Visakhapatnam-based chemical plant owned by South Korean petrochemicals firm LG Chem Ltd. ""I am shocked and saddened by the news of the accident that...caused loss of valuable lives and many falling ill,"" he said.

short by Kirti Joshi / 
      08:50 am on 08 May

"
"Coronavirus cases in Gujarat cross 7,000-mark; death toll at 425","
The total number of coronavirus cases in Gujarat rose to 7,013 on Thursday, after the state reported 388 new cases. Out of the 388 cases, 275 of them were reported in the state's worst-hit Ahmedabad district. Gujarat reported 29 more deaths from coronavirus in the last 24 hours, taking the death toll in the state to 425.

short by Nandini Sinha / 
      11:08 pm on 07 May

"
"448 coronavirus cases reported in Delhi today, highest tally in one day so far","
As many as 448 coronavirus cases were reported in Delhi today, which is the highest number of cases reported in a day in Delhi so far. The total cases in Delhi have risen to 5,980, while the death toll has surged to 66. The number of active cases in Delhi stands at 3,983 and 1,931 coronavirus patients have recovered.

short by Anmol Sharma / 
      11:02 pm on 07 May

"
Coronavirus cases in Karnataka cross 700; death toll at 30,"
Karnataka has reported 12 new coronavirus cases since Wednesday evening, taking the total number of cases in the state to 705. Further, 12 patients were discharged since last evening, taking the total number of discharged patients to 366 which is higher than the number of active cases (308). The death toll in Karnataka has risen to 30.

short by Apaar Sharma / 
      11:11 pm on 07 May

"
Madras HC rejects PIL to use convicts for COVID-19 duty outside jails,"
Madras High Court has dismissed a PIL seeking direction to utilise the services of convicts serving jail terms for assisting the government in providing security and other services to control the COVID-19 pandemic outside prisons. The court said that such a move was fraught with risk and there was no such requirement made out by the petitioner-in-person or the state.

short by Apaar Sharma / 
      11:07 pm on 07 May

"
"Rajasthan reports 110 new COVID-19 cases; total cases 3,427, death toll at 99","
Rajasthan on Thursday reported 110 new coronavirus cases, taking the total number of cases in the state to 3,427, which includes 1,889 patients who have recovered and 99 deaths. Jaipur is the worst-hit district with 1,111 cases and 53 deaths. Notably, 1,523 patients have been discharged from the hospitals across the state and the number of active cases is 1,439.

short by Apaar Sharma / 
      10:29 pm on 07 May

"
JEE-Advanced to be held on August 23: HRD Ministry,"
The Joint Entrance Examination (JEE-Advanced) for admission to IITs will be conducted on August 23, the HRD Ministry announced on Thursday. The exam was earlier scheduled to be held on May 17, but was deferred due to the coronavirus lockdown. On Tuesday, the government had announced to hold the JEE-Mains from July 18 to July 23.

short by Anmol Sharma / 
      10:56 pm on 07 May

"
Women are considered a distraction and not a strength in our society: Sania Mirza,"
Indian tennis player Sania Mirza has said that women are always considered a distraction and not a strength in the society. ""That’s a cultural issue we have to deal with,"" she added. ""I think whenever our husbands perform well, it’s because of them, whenever they don't perform it's because of us. I don’t know how that works,"" she added.

short by Anmol Sharma / 
      10:56 pm on 07 May

"
South African cricketer Solo Nqweni tests positive for coronavirus,"
South African cricketer Solo Nqweni on Thursday tested positive for the coronavirus. The all-rounder has been battling Guillian-Barre syndrome since last July. He is the third cricketer known to have contracted the disease after Pakistan’s Zafar Sarfraz and Scotland’s Majid Haq. ""I don’t understand why all of this is happening to me,"" he tweeted.

short by Anmol Sharma / 
      11:03 pm on 07 May

"
I miss that gathering of my teammates and friends: Mithali Raj,"
Talking about the ongoing lockdown, Mithali Raj said, ""This is the first time in my life, everybody’s life, that we’re experiencing a lockdown like this."" She added, ""I miss that gathering of my teammates and friends.""  She further said, ""I can’t indulge in extravagant food right now, because we’re all under lockdown and I can’t expend the energy.""


short by Anmol Sharma / 
      11:00 pm on 07 May

"
"Dhoni was a very shy guy, never used to come to our rooms: Harbhajan Singh","
Veteran off-spinner Harbhajan Singh has said that former India captain MS Dhoni was a very shy guy, adding, ""He never used to come to our rooms, he was a very quiet guy."" ""In the 2008 series against Australia, the Sydney Test brought the team together, from that time onwards, he started opening up,"" Harbhajan added.

short by Anmol Sharma / 
      09:19 pm on 07 May

"
Nagpur Police attend wedding as bride's family amid lockdown,"
The police in Maharashtra's Nagpur filled in for the bride's family to ""bless"" a couple that tied the knot amid the lockdown due to coronavirus. The police said that the bride's parents had passed away and none of her relatives were able to attend the wedding. The Nagpur Police took to Twitter to share a picture from the ceremony.

short by Kiran Khatri / 
      10:17 pm on 07 May

"
7 injured in boiler explosion at NLC power plant in Tamil Nadu,"
At least seven people were injured in a boiler explosion at Neyveli Lignite Corporation power plant at Cuddalore district in Tamil Nadu. The explosion took place in the sixth unit of the second power plant and the blast set ablaze the oil stored nearby, reports said. The explosion was caused due to above normal temperature in the boiler, reports added.

short by Nandini Sinha / 
      09:26 pm on 07 May

"
113-year-old luxury retailer Neiman Marcus files for bankruptcy,"
Luxury retailer Neiman Marcus Group filed for bankruptcy protection on Thursday as its debt reached $5 billion as of last year. This comes as the company furloughed most of its 14,000 employees and shut 43 of its stores amid COVID-19. The 113-year-old company has reached an agreement with creditors for $675 million of debtor-in-possession financing to aid operations for now. 

short by Anushka Dixit / 
      10:30 pm on 07 May

"
Filmmakers used to tell me to come for 'dinner' at 12: Sherlyn on casting couch,"
Sherlyn Chopra has revealed that when she started out in the film industry, filmmakers used to ask her to come for ""dinner"" at 11 or 12 in the night. ""I used to be clueless about it,"" she added. ""For them, dinner means compromise...Then I would tell the ones who approached me with code word, 'I don't eat dinner, I'm dieting'.""

short by Udit Gupta / 
      10:54 pm on 07 May

"
I'm booked for 7: Raveena after fan asks if she'll marry him in next birth,"
Actress Raveena Tandon on Wednesday took to Instagram to share some of her throwback images from a vacation. Commenting on her post, a fan wrote, ""Raveena ma'am, will you marry me in your next birth?"" ""Sorry ya, [I'm] booked for 7 already,"" Raveena wrote while replying to the user. The 45-year-old actress is married to film distributor Anil Thadani.

short by Udit Gupta / 
      10:44 pm on 07 May

"
Jennifer refutes rumours of Brad-Angelina daughter wanting to call her 'mummy',"
Jennifer Aniston's representative has refuted the rumours which claimed that her ex-husband Brad Pitt and Angelina Jolie's daughter Shiloh has requested to call Jennifer ""mummy"". ""This is just another complete fabrication and has no relationship to reality,"" representative said. Reports claimed that Shiloh and Jennifer spent a lot of time together and developed a special bond before the lockdown.

short by Udit Gupta / 
      10:33 pm on 07 May

"
"Madonna confirms she had COVID-19 while on tour, says 'I am healthy now'","
Days after revealing that she has antibodies for coronavirus, Madonna took to Instagram to reveal that she contracted the virus during the end of her Paris tour seven weeks ago. She further said ""many other artists"" in her show were also infected with the virus, adding, ""We all thought we had...very bad flu."" ""We are all healthy...now,"" Madonna said.

short by Udit Gupta / 
      09:57 pm on 07 May

"
Hackers post porn during virtual meeting of S African lawmakers,"
A virtual meeting of South African lawmakers was disrupted on Thursday after hackers posted pornographic images during the video conference call. Racial and sexual insults were hurled by the hackers at the meeting's chairwoman, Thandi Modise, who is the speaker of the National Assembly. All the parliamentary meetings in South Africa are being held virtually due to the coronavirus lockdown.

short by Shailesh / 
      09:50 pm on 07 May

"
Aarogya Setu built to keep users' data safe: MyGov CEO ,"
MyGov CEO Abhishek Singh has said that Aarogya Setu app was ""designed in a way"" to keep users and their data ""safe"". ""Everyone's data is absolutely safe and it lies with the government of India server at the NIC,"" Singh said. ""For an anonymous hacker sitting abroad to say he hacked into our system is not true,"" he added. 

short by Aishwarya / 
      11:09 pm on 07 May

"
Bangladesh lifts curbs on prayers in mosques amid COVID-19 pandemic,"
Bangladesh on Thursday allowed worshipers to attend prayer congregations in mosques as part of efforts to ease the lockdown amid COVID-19 pandemic. However, mosque leaders are not allowed to organise Iftar gatherings on the mosque premises in line with the social distancing rules, Bdnews24.com reported. Bangladesh has reported 12,425 COVID-19 cases in total.

short by Shailesh / 
      10:25 pm on 07 May

"
736 foreign workers in Singapore test +ve for COVID-19 in 24 hrs,"
Singapore on Thursday reported 741 new cases of coronavirus, including 736 foreign workers, in the past 24 hours, the Health Ministry said. The total virus cases in Singapore rose to 20,939. Over four weeks have passed since Singapore imposed elevated safe distancing measures as part of a ""circuit breaker"" period to prevent the spread of coronavirus in the country.

short by Shailesh / 
      10:43 pm on 07 May

"
London mayor seeks ethnicity record of deaths to reveal COVID-19 inequality,"
London Mayor Sadiq Khan has called for ethnicity to be recorded on all death certificates. He said this was needed to ""reveal"" the disproportionate effect that COVID-19 and other illnesses have on black, Asian and minority ethnic communities. This comes after a British report said people from some ethnic groups are more likely to die from COVID-19 than white people.

short by Kiran Khatri / 
      10:47 pm on 07 May

"
Untruthful remarks: China after Trump says COVID-19 worst 'attack',"
The Chinese foreign ministry said that several foreign countries have made positive comments on China's handling of COVID-19 but the US alone has made ""disharmonious, untruthful and insincere remarks"". The ministry's comments came after US President Donald Trump said the coronavirus ""attack"" is worse than that of Pearl Harbor and 9/11 and ""it could have been stopped in China"".

short by Kiran Khatri / 
      10:13 pm on 07 May

"
Samsung fixes bug that was present in all its phones launched since 2014,"
Samsung's latest update has fixed a bug found in all its smartphones launched since 2014 that allowed hackers to infect the devices, reports said. The bug was related to Android graphics library and its response to the Qmage image format that could exploit phones without user interaction. The security flaw was found by a researcher with Google's Project Zero team. 

short by Anushka Dixit / 
      10:35 pm on 07 May

"
Tesla halts car production at Chinese factory: Reports,"
Tesla has stopped production at its plant located on the outskirts of Shanghai in China, Bloomberg reported. Tesla had told its employees to go on holiday from May 1-5 but extended it till May 9 reportedly due to part shortages. In a statement to Bloomberg, Tesla said it was conducting normal maintenance and used the holiday break to do so.


short by Anushka Dixit / 
      10:33 pm on 07 May

"
Ancient herbivore reptile had mammal-like tooth enamel: Study,"
A study said palaeontologists showed an ancient herbivore reptile, Priosphenodon, evolved special type of tooth enamel, similar to that of mammals, with high resistance to wear and tear. Its enamel crystals are ""woven"" into long threads called enamel prisms, which are ""almost exclusively"" found in mammals. Spiny-tailed Australian lizard has prismatic enamel like Priosphenodon today, study said.

short by Aishwarya / 
      11:01 pm on 07 May

"
Bodies of Afghans drowned by Iran border guards found: Afghanistan,"
Afghanistan on Thursday said that it recovered 12 more bodies of Afghan migrants who were allegedly thrown into a river by Iranian border guards to stop them from entering Iran. Afghanistan claimed that it recovered 17 bodies in total. ""Fifty Afghans were thrown into the river,"" Abdul Ghani Noori, the governor of Gulran district where the alleged incident occurred, said.

short by Shailesh / 
      09:57 pm on 07 May

"
Deliberately infecting healthy people with COVID-19 may speed vaccine studies: WHO,"
The WHO has suggested deliberately infecting healthy volunteers with coronavirus may help speed up search for a potential vaccine. “Well designed challenge studies might not only accelerate COVID-19 vaccine development, but also make it likely that vaccines deployed are more effective,"" it said. Such studies have helped accelerate development of vaccines against typhoid and cholera, it added.

short by Anmol Sharma / 
      06:27 pm on 07 May

"
Coronavirus likely to peak in India in June-July: AIIMS Delhi Director,"
All India Institute of Medical Sciences, Delhi's Director, Dr Randeep Guleria, today said, ""According to modelling data and the way our cases are increasing, it's likely that peak can come in June and July."" He added, ""But there are many variables and with time only we will know how much they are effective and the effect of extending the lockdown.""

short by Pragya Swastik / 
      08:09 pm on 07 May

"
Pakistan to lift lockdown from Saturday despite rising COVID-19 curve: PM,"
Pakistan will start lifting COVID-19 lockdown in phases from Saturday despite a rising virus curve, Prime Minister Imran Khan said on Thursday. The decision is being taken because the country's large number of poor people and labourers cannot afford to live under lockdown any more, he added. Pakistan reported 1,523 coronavirus cases in the previous 24 hours.

short by Shailesh / 
      07:56 pm on 07 May

"
Bihar auto driver finds ₹20k cash he lost; was left untouched over COVID-19 fears,"
A Bihar auto driver found ₹20,500 cash that he had lost after it was left untouched over coronavirus fears. His neighbours informed him about photos circulating on Facebook about how police recovered some cash. An inspector, who received calls about it, said locals didn't want to touch the money and police later collected it from the road with ""due caution"".

short by Daisy Mowke / 
      07:58 pm on 07 May

"
COVID-19 patients seen lying near bodies at Mumbai hospital; BJP MLA shares video,"
BJP MLA Nitesh Rane shared a video wherein coronavirus patients could be seen lying next to dead bodies at a hospital in Mumbai. ""The BMC boasts of being the richest civic body but pays no attention towards the safety of patients,"" Rane said. BMC said it has set up a committee that'll submit its report in the next 24 hours.

short by Nandini Sinha / 
      06:34 pm on 07 May

"
Kotak Mahindra Bank to cut 10% pay of staff with salary over ₹25 lakh per annum,"
Kotak Mahindra Bank has announced 10% pay cut for employees with salary above ₹25 lakh per annum in order to save cash amid the coronavirus pandemic. The salary cut will be effective from May for FY21. Earlier, Asia's richest banker and Kotak's MD Uday Kotak had decided to forgo his salary for 2020-21 and take a nominal salary of ₹1.

short by Anushka Dixit / 
      06:30 pm on 07 May

"
4 patients recover from COVID-19 after plasma therapy in Indore,"
Indore Chief Medical and Health Officer, Praveen Jadia said plasma therapy was used at privately-run SAIMS and according to the doctors, it helped COVID-19 patients recover. The head of Chest Disease Department at SAIMS, Dr Ravi Dosi told PTI that the hospital began clinical trial on four patients on April 26 and they are all free of COVID-19 infection now. 

short by Kiran Khatri / 
      06:06 pm on 07 May

"
Need more data: ICMR on proposal to test Ganga water for COVID-19 treatment,"
Indian Council of Medical Research has decided not to undertake clinical studies for treatment of COVID-19 patients with Ganga water as was suggested by the proposals forwarded by Jal Shakti Ministry. The ICMR said that the evidence and data available right now is not strong enough to start the clinical studies by different routes/forms of Ganga water for coronavirus treatment.

short by Apaar Sharma / 
      07:42 pm on 07 May

"
"People can say I was born in the wrong era, but I don't believe that: Parthiv Patel","
Wicketkeeper-batsman Parthiv Patel has said he doesn't see himself as unlucky to be playing in the ""Dhoni era"". ""Dhoni came into the team because I didn't have...[couple of] good series and I was dropped,"" he said. ""I know people can say it just to gain sympathies that I was born in the wrong era...But I don’t believe that,"" he added.

short by Anmol Sharma / 
      09:18 pm on 07 May

"
Ratan Tata invests in 18-year-old's pharma startup Generic Aadhaar,"
Ratan Tata, the Chairman Emeritus of Tata Sons, has invested an undisclosed amount in 18-year-old entrepreneur Arjun Deshpande's pharma startup Generic Aadhaar. Founded in 2018, the Thane-based startup sources generic drugs directly from the manufacturer and provides it to the retailers, thereby cutting the middlemen and keeping the prices low. The startup claims annual revenue of ₹6 crore.

short by Pragya Swastik / 
      07:20 pm on 07 May

"
"Had apprehensions after spine injury, Main Hoon Na was a sort of comeback: SRK","
Shah Rukh Khan, while talking about his film 'Main Hoon Na' which completed its 16 years on April 30, said, ""It was a comeback of sorts for me."" Shah Rukh further said he had gone through a spine surgery before the film, adding, ""Had apprehensions whether I'll be able to get back to work and be able to do...stuff...I do.""

short by Udit Gupta / 
      09:07 pm on 07 May

"
"Paulo Coelho praises Sanjay Mishra's performance in Kaamyaab, actor responds","
Brazilian author Paulo Coelho took to Twitter to praise Sanjay Mishra's performance in film 'Kaamyaab'. ""Congratulations for your great performance...I was moved to tears,"" he wrote. Responding to Paulo, Sanjay wrote, ""If my father would've been alive today, he would've felt very happy reading these words. But I told my mother, my film unit, director & screenwriter, all are glad.""

short by Udit Gupta / 
      07:10 pm on 07 May

"
"Was scared to meet Manoj for 1st time, thought it'd be a nightmare: Jacqueline","
Jacqueline Fernandez, who starred alongside Manoj Bajpayee in 'Mrs Serial Killer', has said she was scared to meet him for the first time. ""I...had these stories in my head about how he's going to be like, that I'm going to be intimidated...it's going to be...nightmare,"" she added. ""He was completely different from what I had imagined...like...chilled out person,"" said Jacqueline.

short by Udit Gupta / 
      08:32 pm on 07 May

"
"Mahabharat actor recalls fight scene, says 'His body turned black and blue'","
Recalling his fight sequence with Praveen Kumar who played the role of Bheem in 'Mahabharat', Puneet Issar, who essayed the role of Duryodhan, said his entire body used to turn black and blue. ""He was...two-time gold medallist discus thrower at Asian Games,"" Puneet said. ""Fight in...climax scene was shot over 18 days...I had bruises all over my body,"" he added. 

short by Udit Gupta / 
      08:00 pm on 07 May

"
"3.2 mn US workers file for unemployment claims in a week, total reaches 33 mn","
Almost 3.2 million workers in US have filed for unemployment claims last week, lower than the 6.9 million claims late in March, amid coronavirus crisis. In total, about 33 million American workers have filed for unemployment claims in the past seven weeks. Experts have estimated unemployment rate in April, due to be out on Friday, to be 15% or higher.

short by Anushka Dixit / 
      07:02 pm on 07 May

"
Fourth Amazon warehouse worker dies of coronavirus in US,"
An Amazon warehouse worker in Illinois has died from the novel coronavirus, Amazon confirmed. This is the fourth confirmed case of an Amazon worker's death from the virus. The 50-year-old employee, who worked as a picker, died on April 18. The report of his death follows reports of Amazon workers' deaths in New York and California.

short by Aishwarya / 
      06:47 pm on 07 May

"
Thousands would die if Argentina exits COVID-19 lockdown: Prez,"
Argentinian President Alberto Fernández said that an immediate exit from lockdown would ""lead to the death of thousands"" because COVID-19 can't be controlled. Opposition parties and business leaders have demanded COVID-19 restrictions to be eased in Argentina. ""Those who chose to prioritise the economy ended up gathering the dead in refrigerated trucks and burying them in mass graves,"" he added.

short by Shailesh / 
      07:13 pm on 07 May

"
"Russia reports its highest rise in daily COVID-19 cases at 11,231","
Russia on Thursday reported its highest rise in daily COVID-19 cases at 11,231 in the past 24 hours, taking its total cases to over 1.77 lakh. Russia surpassed Germany and France to become the country with the fifth-highest COVID-19 cases globally. COVID-19 cases in Moscow city are over three times its official total of 92,676, Mayor Sergei Sobyanin said.

short by Shailesh / 
      08:14 pm on 07 May

"
Liquor isn't COVID-19 vaccine: Shiv Sena on long queues at alcohol shops,"
Shiv Sena has said that people need to understand ""liquor is not a vaccine for COVID-19"". This comes after long queues were seen outside liquor shops in Mumbai as they reopened amid the lockdown on Monday. ""For a revenue of ₹65 crore, we cannot afford to buy (have) 65,000 coronavirus infection cases,"" the Sena added in its mouthpiece 'Saamana'.

short by Kiran Khatri / 
      08:20 pm on 07 May

"
"Xiaomi Japan apologises for using nuclear bomb, 'fat man' images in ad","
Xiaomi Japan has apologised after facing backlash for including images of nuclear bombs and a ""fat man"" in its recent Redmi Note 9 Pro advertisement. ""We included content that was inappropriate. We will strive to prevent it in the future,"" the statement said. ""Fat Man"" was allegedly the codename for the nuclear bomb dropped by US on Japan during WWII. 

short by Anushka Dixit / 
      08:12 pm on 07 May

"
Facebook's Libra appoints HSBC's legal chief Stuart Levey as CEO,"
Facebook's proposed digital currency Libra Association has appointed HSBC's current Chief Legal Officer Stuart Levey as its CEO. Levey has previously served as the Under Secretary of the Treasury for Terrorism and Financial Intelligence. As the CEO of Libra Association he will be ""the overall strategic leader for the project"". Levey will join Libra Association later this summer.

short by Aishwarya / 
      08:01 pm on 07 May

"
"Microsoft offers $100,000 bounty to researchers to hack its Linux OS ","
Microsoft has launched Azure Sphere Research Challenge, offering security researchers up to $100,000 to break security of its custom Linux OS. The duration of the challenge is three months. It is an expansion of Azure Security Lab, announced at Black Hat in 2019 with a top reward of $40,000. The deadline for applying for the research programme is May 15. 

short by Aishwarya / 
      07:13 pm on 07 May

"
Still making parts for US' F-35s despite suspension from programme: Turkey,"
Turkey said that it's still producing and delivering parts for US' F-35 stealth jets despite being suspended from the programme over its purchase of Russia's S-400 anti-aircraft defence system. Turkey's Defence Industry Director Ismail Demir said that the country was to stop producing parts for F-35s by March 2020 but due to COVID-19 pandemic the deadline no longer applied.

short by Shailesh / 
      08:53 pm on 07 May

"
US recovers over ₹370 crore related to Malaysia's 1MDB case,"
The US Department of Justice said that it has reached a settlement to recover over ₹370 crore in assets bought with allegedly misappropriated funds from 1Malaysia Development Berhad (1MDB), Malaysia's investment development fund. The assets were recovered from businessman Khadem al-Qubaisi, it added. The department claimed that it has so far helped Malaysia recover over ₹7,500 crore in 1MDB case.

short by Shailesh / 
      06:19 pm on 07 May

"
Vedanta's plans to raise $1bn through oil unit stake sale stalled: Report,"
Vedanta's plans to sell at least 20% stake in its Indian oil business have stalled after a crash in crude oil prices and the coronavirus pandemic, a report said. The company was planning to raise over $1 billion by selling stake in Cairn Oil & Gas. Vedanta may also explore other fundraising options to reduce its debt, the report added.

short by Kiran Khatri / 
      08:12 pm on 07 May

"
